trial_id,method,evaluation_index,lambda,gamma,log_lam,log_gam,objective_value,mean_return,mean_risk,stability_score
3,Random Search,0,0.27992429167654714,0.110390896019767,-0.5529594120614654,-0.957066741565245,-0.025460387407176,0.05749617713058998,0.02686042721756301,0.005847142020527992
3,Random Search,1,0.03389413100534313,60.40853805784673,-1.4698754962706095,1.7810983255309445,0.0037500250271514436,0.05749999349751171,0.02687497504309226,3.6768351490951575e-09
3,Random Search,2,48.78966605944065,52.69375934851801,1.6883278455966169,1.7217591836947408,0.015476901804359783,0.016532094095387608,0.0005211715359660999,2.5698438191251294e-06
3,Random Search,3,3.5937096745776747,0.014877736092344475,0.5555429887935932,-1.8274631492608573,0.0175506277167117,0.028408908131079852,0.002322995464129766,0.0012424578972217242
3,Random Search,4,14.012485610224457,5.496615720137887,1.1465151796152813,0.7400953755945605,0.01711075299160347,0.018677730955881683,0.0006202955480916616,6.527737361897787e-05
3,Random Search,5,0.04866199199208349,0.02961050381843432,-1.312810117076741,-1.5285542030901191,-0.012935357001920816,0.05750000646945655,0.026875009822818957,0.0033370687651478903
3,Random Search,6,41.5034052428702,4.702027271620113,1.618083730869139,0.6722851436914685,0.015604371801469294,0.01668418595334106,0.00052453852787163,6.147419225701083e-06
3,Random Search,7,5.058481648099507,0.027570103251909815,0.7040201787357527,-1.5595616074288396,0.018155782728776347,0.02461056594964043,0.0014191322711858052,0.0007233037356984948
3,Random Search,8,0.021978261367405435,0.42272791898053325,-1.6580066662531587,-0.3739390683319024,0.002703684194864029,0.057500009083884945,0.026875009241870765,0.0002092612810558774
3,Random Search,9,0.5899159189836322,0.14721949816889793,-0.2292098841606256,-0.8320346669932528,-0.03807897527541249,0.05550213111564008,0.022813051048172786,0.0095910008589414
3,Random Search,10,0.7945831626596109,96.96107878183831,-0.099860641950547,1.9865974387775869,-0.0064078781475688275,0.05191037297470971,0.018150677197175363,0.004403379345585563
3,Random Search,11,10.009206502976976,89.2181257737478,1.000399649403597,1.9504530956746104,0.018199046841900504,0.019919788768007644,0.000728430946261534,5.2776006716813796e-05
3,Random Search,12,80.32913575690405,0.8858253604496542,1.9048730945119337,-0.052651890380361,0.015164343593316563,0.016204393345310264,0.0005157761644452552,1.6994846206380844e-06
3,Random Search,13,0.010683944130089346,43.389520200479524,-1.9712683917155602,1.6373848477453388,0.0037499636301999437,0.05749999941398776,0.02687499691844889,8.389378006022247e-09
3,Random Search,14,3.1955785494659876,0.04035239509367957,0.504549497265693,-1.3941306828725542,0.016874566885252684,0.030041714760390387,0.0028056098311220277,0.0015111856425787296
3,Random Search,15,6.994999208261706,0.687534867438311,0.8447876696716503,-0.16270527225831355,0.01895420292627782,0.022024227889959738,0.0009788705701420353,0.00022245676467956874
3,Random Search,16,11.423434224927759,0.39070586950144953,1.0577966854092913,-0.40815006440115953,0.017653026096380448,0.01943064870526246,0.0006799626097147844,8.353947789048908e-05
3,Random Search,17,0.054255431825465494,85.39546525829265,-1.265556775567263,1.9314348090310407,0.0037499237685644227,0.057500000177562086,0.02687499991298766,1.5316604468096758e-08
3,Random Search,18,20.222194090831927,1.722346326009368,1.3058282743927574,0.2361204829782486,0.016498471963020563,0.0177302123876243,0.0005629806007777667,2.11558446096406e-05
3,Random Search,19,78.66320465168414,0.3083142144583508,1.8957716351094898,-0.5110064521839122,0.015173831424018753,0.016215302255117352,0.0005159134316359618,1.928793565335129e-06
3,Random Search,20,0.01057625080914147,80.84399144716214,-1.9756682587156025,1.9076477474544014,0.0037499982387988046,0.057500000331793616,0.026875000428854726,2.470570719854423e-10
3,Random Search,21,1.4659310076908092,0.7989125296859368,0.16611353122990424,-0.09750076756239912,-0.003566177400135824,0.041926645821154004,0.008263561476374984,0.0057931400537079725
3,Random Search,22,3.638204973939579,25.859959748638094,0.5608871632660053,1.4126278445599216,0.02104878326508872,0.028034866458699136,0.0022420578638181607,0.0005003934931948194
